"fileName"	"mapBlock"	"ptrOffset"	"strOffset"	"strBytes"	"strText"	"translation"
"BARMAP"	"block1"	"1E00"	"202C"	"131 111 176 162 131 129 131 138 176 131 95 131 98 131 78 131 114 131 139 163 130 197 189 161"	"バー「メリーダックビル」です。"	"It's a bar, ""Mary Duckville""."
"BARMAP"	"block1"	"1E02"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	"It's an energy store."
"BARMAP"	"block1"	"1E04"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	"It's a repair shop."
"BARMAP"	"block1"	"1E06"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E08"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	"It's a shop with parts."
"BARMAP"	"block1"	"1E0A"	"1FDA"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103 201 131 96 131 70 131 98 131 78 131 74 131 69 131 147 131 94 176 130 197 189 161"	"重力カタパルトのチェックカウンターです。"	"It is a check counter for gravity catapult."
"BARMAP"	"block1"	"1E0C"	"1FDA"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103 201 131 96 131 70 131 98 131 78 131 74 131 69 131 147 131 94 176 130 197 189 161"	"重力カタパルトのチェックカウンターです。"	"It is a check counter for gravity catapult."
"BARMAP"	"block1"	"1E0E"	"2016"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	"It's a coniferous tree."
"BARMAP"	"block1"	"1E10"	"2045"	"131 111 176 130 170 177 216 207 189 161"	"バーがあります。"	"It's a bar."
"BARMAP"	"block1"	"1E12"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E14"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	"It's a shop with parts."
"BARMAP"	"block1"	"1E16"	"1FA6"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	"It's a shop where you can sell miscellaneous things."
"BARMAP"	"block1"	"1E18"	"2050"	"131 111 176 162 131 65 131 98 131 118 131 139 131 124 131 98 131 118 163 130 197 189 161"	"バー「アップルポップ」です。"	"It's a bar, ""Apple Pop""."
"BARMAP"	"block1"	"1E1A"	"2021"	"141 76 151 116 142 247 130 197 189 161"	"広葉樹です。"	"It's hardwood."
"BARMAP"	"block1"	"1E1C"	"20CA"	"145 229 183 197 138 226 130 170 177 216 207 189 161"	"大きな岩があります。"	"There is a big rock here."
"BARMAP"	"block1"	"1E1E"	"1FCE"	"149 172 144 133 130 170 177 216 207 189 161"	"噴水があります。"	"There is a fountain here."
"BARMAP"	"block1"	"1E20"	"1F91"	"140 154 149 168 130 170 177 216 207 189 161"	"建物があります。"	"There is a building here."
"BARMAP"	"block1"	"1E22"	"1F91"	"140 154 149 168 130 170 177 216 207 189 161"	"建物があります。"	"There is a building here."
"BARMAP"	"block1"	"1E24"	"1FFF"	"131 71 131 108 131 139 131 77 129 91 196 143 67 151 157 201 147 88 130 197 189 161"	"エネルギーと修理の店です。"	"It's an energy/repair store. "
"BARMAP"	"block1"	"1E26"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	"It's a repair shop."
"BARMAP"	"block1"	"1E28"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E2A"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	"It's a shop with parts."
"BARMAP"	"block1"	"1E2C"	"2068"	"131 111 176 130 170 177 216 207 189 161"	"バーがあります。"	"It's a bar."
"BARMAP"	"block1"	"1E2E"	"20CA"	"145 229 183 197 138 226 130 170 177 216 207 189 161"	"大きな岩があります。"	"There is a big rock here."
"BARMAP"	"block1"	"1E30"	"2073"	"131 111 176 162 131 130 131 147 131 112 131 139 131 105 131 88 163 130 197 189 161"	"バー「モンパルナス」です。"	"It's a bar, ""Montparnasse"". "
"BARMAP"	"block1"	"1E32"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	"It's a repair shop."
"BARMAP"	"block1"	"1E34"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E36"	"1F74"	"131 125 131 67 131 88 131 103 201 147 88 130 197 189 161"	"マイストの店です。"	"It's a Meister workshop. "
"BARMAP"	"block1"	"1E38"	"1F74"	"131 125 131 67 131 88 131 103 201 147 88 130 197 189 161"	"マイストの店です。"	"It's a Meister workshop. "
"BARMAP"	"block1"	"1E3A"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	"It's an energy store."
"BARMAP"	"block1"	"1E3C"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E3E"	"1FA6"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	"It's a shop with miscellaneous things."
"BARMAP"	"block1"	"1E40"	"2089"	"131 111 176 162 131 121 131 147 131 77 131 147 131 89 131 112 131 137 131 95 131 67 131 88 163 130 197 189 161"	"バー「ペンギンズパラダイス」です。"	"It's a bar, ""Penguin's Paradise"". "
"BARMAP"	"block1"	"1E42"	"1F5F"	"147 71 201 131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"敵のスタークルーザーです。"	"It's an enemy Star Cruiser. "
"BARMAP"	"block1"	"1E44"	"20BA"	"137 189 182 201 145 149 146 117 130 170 177 216 207 189 161"	"何かの装置があります。"	"It's some kind of device. "
"BARMAP"	"block1"	"1E46"	"20BA"	"137 189 182 201 145 149 146 117 130 170 177 216 207 189 161"	"何かの装置があります。"	"It's some kind of device. "
"BARMAP"	"block1"	"1E48"	"20BA"	"137 189 182 201 145 149 146 117 130 170 177 216 207 189 161"	"何かの装置があります。"	"It's some kind of device. "
"BARMAP"	"block1"	"1E4A"	"1F62"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	"It's the Star Cruiser. "
"BARMAP"	"block1"	"1E4C"	"20A7"	"131 111 176 162 131 137 131 98 131 76 176 131 89 163 130 197 189 161"	"バー「ラッキーズ」です。"	"It's a bar, ""Lucky's"". "
"BARMAP"	"block1"	"1E4E"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	"It's a woman. "
"BARMAP"	"block1"	"1E50"	"20D8"	"147 71 130 170 178 207 189 161"	"敵がいます。"	"It's an enemy. "
"BARMAP"	"block1"	"1E52"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	"It's a woman. "
"BARMAP"	"block1"	"1E54"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	"It's a woman. "
"BARMAP"	"block1"	"1E56"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	"It's a woman. "
"BARMAP"	"block1"	"1E58"	"2016"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	"It's a coniferous tree."
"BARMAP"	"block1"	"1E5A"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	"It's a man. "
"BARMAP"	"block1"	"1E5C"	"2016"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	"It's a coniferous tree."
"BARMAP"	"block1"	"1E5E"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	"It's a man. "
"BARMAP"	"block1"	"1E60"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	"There's something here..."
"BARMAP"	"block1"	"1E62"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E64"	"1EE0"	"131 110 131 147 131 94 176 151 112 201 131 88 131 94 176 131 86 131 98 131 118 130 197 189 161"	"ハンター用のスターシップです。"	"It's a hunter's starship. "
"BARMAP"	"block1"	"1E66"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	"It's an energy store."
"BARMAP"	"block1"	"1E68"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	"It's a repair shop."
"BARMAP"	"block1"	"1E6A"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	"It's an energy store."
"BARMAP"	"block1"	"1E6C"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	"It's a repair shop."
"BARMAP"	"block1"	"1E6E"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E70"	"1F91"	"140 154 149 168 130 170 177 216 207 189 161"	"建物があります。"	"There is a building here."
"BARMAP"	"block1"	"1E72"	"1F9D"	"143 111 140 251 130 197 189 161"	"出口です。"	"It's an exit. "
"BARMAP"	"block1"	"1E74"	"1FA6"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	"It's a shop with miscellaneous things."
"BARMAP"	"block1"	"1E76"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E78"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E7A"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"BARMAP"	"block1"	"1E7C"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	"It's a shop with parts."
"BARMAP"	"block1"	"1E7E"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E80"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	"It's a shop with parts."
"BARMAP"	"block1"	"1E82"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E84"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E86"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E88"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E8A"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E8C"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E8E"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E90"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E92"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E94"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E96"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E98"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E9A"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E9C"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1E9E"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EA0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EA2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EA4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EA6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EA8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EAA"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EAC"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EAE"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EB0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EB2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EB4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EB6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EB8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EBA"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EBC"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EBE"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EC0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EC2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EC4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EC6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EC8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ECA"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ECC"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ECE"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ED0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ED2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ED4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ED6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1ED8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	"I don't sense anything..."
"BARMAP"	"block1"	"1EDA"	"1F62"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	"It's the Star Cruiser. "
"BARMAP"	"block1"	"1EDC"	"1EE0"	"131 110 131 147 131 94 176 151 112 201 131 88 131 94 176 131 86 131 98 131 118 130 197 189 161"	"ハンター用のスターシップです。"	"It's a hunter's starship. "
"BARMAP"	"block1"	"1EDE"	"1F5F"	"147 71 201 131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"敵のスタークルーザーです。"	"It's an enemy Star Cruiser. "
"BARMAP"	"block2"	"2500"	"251A"	"131 111 176 131 105 176 131 104 144 175"	"バーナード星[00]ＢＡＲＮＡＲＤ"	"Barnard's Star[00]Barnard"
"BARMAP"	"block2"	"2502"	"252D"	"152 102 144 175 131 104 131 137 131 67 131 141 131 98 131 78"	"惑星ドライロック[00]ＤＲＹ　ＲＯＣＫ"	"Planet Dry Rock[00]Dry Rock"
"BARMAP"	"block2"	"2504"	"2547"	"131 65 131 95 131 128 51"	"アダム３[00]ＡＤＡＭ−３"	"Adam 3[00]Adam-3"
"BARMAP"	"block2"	"2506"	"2556"	"152 102 144 175 131 86 176 131 104"	"惑星シード[00]ＳＥＥＤ"	"Planet Seed[00]Seed"
"BARMAP"	"block2"	"2508"	"2565"	"152 102 144 175 131 102 131 67 131 104 131 138 176 131 128"	"惑星デイドリーム[00]ＤＡＹ　ＤＲＥＡＭ"	"Planet Daydream[00]Daydream"
"BARMAP"	"block2"	"250A"	"257F"	"152 102 144 175 131 73 176 131 139 131 104 131 106 131 133 176 131 136 176 131 78"	"惑星オールドニューヨーク[00]ＯＬＤ　Ｎ．Ｙ．"	"Planet Old New York[00]Old New York"
"BARMAP"	"block2"	"250C"	"259E"	"152 102 144 175 131 75 131 139 131 75 131 147 131 96 131 133 131 143 58 136 226 144 213"	"惑星ガルガンチュワ：遺跡[00]ＧＡＲＧＡＮＣＨＵＷＡ"	"Planet Gargantua/ruins[00]Gargantua"
"BARMAP"	"block2"	"250E"	"25C2"	"152 102 144 175 131 118 131 139 176 131 103 50"	"惑星プルート２[00]ＰＬＵＴＥ−２"	"Planet Pluto 2[00]Pluto-2"
"BARMAP"	"block2"	"2510"	"25D7"	"131 88 131 121 176 131 88 131 82 131 141 131 106 176 58 68 50 68"	"スペースコロニー：Ｄ２Ｄ[00]ＣＯＬＯＮＹ−Ｄ２Ｄ"	"Space Colony: D2D[00]Colony-D2D"
"BARMAP"	"block2"	"2512"	"25F5"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103"	"重力カタパルト[00]Ｇ−ＣＡＴＡＰＵＬＴ"	"Gravity Catapult[00]G-Catapult"
"BARMAP"	"block2"	"2514"	"260F"		"[00]？．．ＵＮＫＮＯＷＮ"	"[00]...Unknown"
"BARMAP"	"block2"	"2516"	"261B"	"162 131 111 176 131 105 176 131 104 201 145 233 163 150 123 139 146 146 110"	"「バーナードの鷹」本拠地[00]"	"""Barnard's Hawk"" HQ[00]"
"BARMAP"	"block2"	"2518"	"2630"	"131 88 131 121 176 131 88 131 76 131 131 131 137 131 111 131 147 58 131 76 131 131 131 129 131 139"	"スペースキャラバン：キャメル[00]ＣＡＲＧＯ　ＳＨＩＰ"	"Space Caravan: Camel[00]Cargo Ship"
"RIGMAP"	"block1"	"1E00"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	"It's a man. "
"RIGMAP"	"block1"	"1E02"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	"It's an energy store."
"RIGMAP"	"block1"	"1E04"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"RIGMAP"	"block1"	"1E06"	"2014"	"152 65 150 77 131 112 131 103 131 141 176 131 139 65 88 45 49 142 120 149 148 130 197 189 161"	"連邦パトロールＡＸ−１支部です。"	"Federal Patrol AX-1 branch"
"RIGMAP"	"block1"	"1E08"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"RIGMAP"	"block1"	"1E0A"	"202E"	"131 111 176 130 170 177 216 207 189 161"	"バーがあります。"	"It's a bar."
"RIGMAP"	"block1"	"1E0C"	"20DD"	"162 131 138 131 87 131 139 165 131 88 131 94 176 131 86 131 98 131 118 165 131 84 131 124 176 131 103 163 148 82 151 191 196 143 67 151 157 201 147 88 201 151 108 130 197 189 161"	"「リジル・スターシップ・サポート」燃料と修理の店の様です。"	"""Rigel Starship Support"" - it's a fueling/repair station."
"RIGMAP"	"block1"	"1E0E"	"206E"	"65 88 45 51 201 138 175 144 167 142 186 130 197 189 161"	"ＡＸ−３の官制室です。"	"It's a government office of AX-3. "
"RIGMAP"	"block1"	"1E10"	"1FF6"	"145 229 183 197 138 226 130 170 177 216 207 189 161"	"大きな岩があります。"	"There is a big rock here."
"RIGMAP"	"block1"	"1E12"	"1FF6"	"145 229 183 197 138 226 130 170 177 216 207 189 161"	"大きな岩があります。"	"There is a big rock here."
"RIGMAP"	"block1"	"1E14"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	"There's something here..."
"RIGMAP"	"block1"	"1E16"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	"There's something here..."
"RIGMAP"	"block1"	"1E18"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	"It's a man. "
"RIGMAP"	"block1"	"1E1A"	"1F5F"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	"It's the Star Cruiser. "
"RIGMAP"	"block1"	"1E1C"	"1F71"	"131 125 131 67 131 88 131 103 201 147 88 130 197 189 161"	"マイストの店です。"	"It's a Meister workshop. "
"RIGMAP"	"block1"	"1E1E"	"20DD"	"162 131 138 131 87 131 139 165 131 88 131 94 176 131 86 131 98 131 118 165 131 84 131 124 176 131 103 163 148 82 151 191 196 143 67 151 157 201 147 88 201 151 108 130 197 189 161"	"「リジル・スターシップ・サポート」燃料と修理の店の様です。"	"""Rigel Starship Support"" - it's a fueling/repair station."
"RIGMAP"	"block1"	"1E20"	"1FA3"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	"It's a shop with miscellaneous things."
"RIGMAP"	"block1"	"1E22"	"207E"	"142 231 137 113 130 170 151 167 175 195 178 207 189 161"	"守衛が立っています。"	"It's a standing patrol guard."
"RIGMAP"	"block1"	"1E24"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	"It's a man. "
"RIGMAP"	"block1"	"1E26"	"2096"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	"It's a coniferous tree."
"RIGMAP"	"block1"	"1E28"	"20AB"	"148 154 148 173 188 195 178 207 189 161"	"爆発しています。"	"It's about to explode."
"RIGMAP"	"block1"	"1E2A"	"20B6"	"131 71 131 108 131 139 131 77 176 150 67 201 142 203 140 130 201 149 87 147 73 130 197 189 161"	"エネルギー砲の射撃の標的です。"	"It's the target for the energy cannon."
"RIGMAP"	"block1"	"1E2C"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	"It's a woman. "
"RIGMAP"	"block1"	"1E2E"	"208D"	"147 71 130 170 178 207 189 161"	"敵がいます。"	"It's an enemy. "
"RIGMAP"	"block1"	"1E30"	"20D0"	"136 217 144 175 144 108 130 170 178 207 189 161"	"異星人がいます。"	"It's an alien. "
"RIGMAP"	"block1"	"1E32"	"1F9A"	"143 111 140 251 130 197 189 161"	"出口です。"	"It's an exit. "
"RIGMAP"	"block1"	"1E34"	"210D"	"137 70 146 136 141 96 201 147 252 140 251 130 197 189 161"	"宇宙港の入口です。"	"It's the Space Port entrance."
"RIGMAP"	"block1"	"1E36"	"208D"	"147 71 130 170 178 207 189 161"	"敵がいます。"	"It's an enemy. "
"RIGMAP"	"block1"	"1E38"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	"It's an energy store."
"RIGMAP"	"block1"	"1E3A"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	"It's a shop with parts."
"RIGMAP"	"block1"	"1E3C"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	"It's a weapon shop."
"RIGMAP"	"block1"	"1E3E"	"2039"	"131 111 176 162 131 77 131 139 131 111 129 91 131 103 163 130 197 189 161"	"バー「ギルバート」です。"	"It's a bar, ""Gilbert"". "
